country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
2,2018,4993,0,1,1,8,31,0,1,0,0,2
2,2018,4994,1,1,1,2,35,0,0,1,2,4
2,2018,4995,0,1,1,4,56,0,1,0,2,2
2,2018,4996,0,1,1,9,60,1,0,0,2,1
2,2018,4997,0,1,0,1,86,0,0,2,1,2
2,2018,4998,1,1,1,3,47,0,1,0,2,2
2,2018,4999,0,1,0,6,58,1,0,0,2,2
2,2018,5002,1,1,1,5,36,0,1,0,0,2
2,2018,5003,0,1,0,5,20,1,2,1,0,4
2,2018,5004,0,2,1,5,45,0,0,0,0,3
2,2018,5005,0,1,1,4,32,0,1,0,0,2
2,2018,5006,0,1,1,3,60,0,1,0,0,3
2,2018,5007,0,2,1,3,20,0,1,0,0,2
2,2018,5008,0,1,1,2,65,1,0,0,0,7
2,2018,5009,0,1,1,3,54,0,1,0,2,2
2,2018,5010,0,1,0,3,51,0,0,2,2,1
2,2018,5011,1,1,1,1,26,1,0,1,2,7
2,2018,5013,0,2,1,2,25,0,0,1,4,3
2,2018,5014,1,2,1,4,30,1,0,0,2,7
2,2018,5015,0,1,1,4,51,0,1,0,0,1
2,2018,5016,0,2,1,2,60,0,1,0,2,0
2,2018,5017,1,2,1,2,24,1,2,1,3,3
2,2018,5018,0,1,0,5,16,0,2,1,0,3
2,2018,5019,0,1,0,9,16,1,2,1,2,3
2,2018,5020,0,1,1,7,32,0,1,0,0,3
2,2018,5021,0,1,1,2,21,0,1,0,0,2
2,2018,5022,0,1,0,7,35,0,1,0,0,0
2,2018,5024,0,1,1,5,49,1,0,0,4,0
2,2018,5025,0,1,1,5,19,1,2,1,2,3
2,2018,5026,1,1,1,1,38,1,0,0,2,5
2,2018,5027,0,1,1,6,50,1,0,0,4,7
2,2018,5028,0,1,1,7,30,0,1,0,1,2
2,2018,5029,0,2,1,4,30,1,0,0,0,0
2,2018,5030,0,2,0,4,20,0,2,1,2,3
2,2018,5031,0,1,0,2,20,0,1,0,1,3
2,2018,5032,0,1,0,3,70,0,0,2,1,1
2,2018,5033,1,2,0,9,80,0,0,0,1,4
2,2018,5035,1,1,1,7,49,1,0,0,0,1
2,2018,5036,0,1,1,5,33,1,0,0,0,1
2,2018,5037,1,1,1,5,50,1,0,0,2,7
2,2018,5038,0,2,1,3,23,0,5,1,4,3
2,2018,5039,0,1,0,1,78,0,0,2,1,2
2,2018,5040,0,2,1,3,27,1,0,0,2,5
2,2018,5041,1,2,1,1,59,0,0,3,0,0
2,2018,5042,0,2,0,5,19,1,2,1,2,3
2,2018,5043,0,1,1,10,60,1,0,0,2,1
2,2018,5044,0,1,0,4,80,0,0,2,1,2
2,2018,5046,1,2,1,1,24,1,0,0,0,0
2,2018,5047,1,1,1,6,40,1,0,0,2,2
2,2018,5048,0,1,1,7,31,0,1,0,0,2
2,2018,5049,0,1,1,5,45,0,0,0,1,2
2,2018,5050,1,2,1,2,28,0,4,1,4,5
2,2018,5051,1,2,1,1,28,1,0,1,4,1
2,2018,5052,0,1,1,2,39,1,0,2,0,2
2,2018,5053,0,1,1,3,45,0,1,0,2,2
2,2018,5054,0,1,1,1,42,1,0,3,0,1
2,2018,5055,0,2,1,4,19,1,2,1,2,3
2,2018,5057,0,1,0,6,18,1,2,1,2,3
2,2018,5058,0,1,0,4,67,0,0,2,1,4
2,2018,5059,0,1,1,4,35,0,1,0,2,0
2,2018,5060,0,2,1,1,69,0,0,2,4,2
2,2018,5061,1,2,1,9,55,1,0,0,2,0
2,2018,5062,1,1,1,7,38,1,0,0,0,1
2,2018,5063,0,2,1,1,25,1,0,1,0,0
2,2018,5064,0,1,1,1,65,0,0,2,0,1
2,2018,5065,0,1,1,5,29,0,0,0,2,2
2,2018,5066,0,2,0,4,18,1,4,1,2,3
2,2018,5068,0,1,1,3,25,0,1,0,2,2
2,2018,5069,1,1,1,2,24,1,2,1,3,1
2,2018,5070,1,2,1,2,45,0,3,1,2,0
2,2018,5071,0,1,1,8,20,0,0,0,1,2
2,2018,5072,0,1,1,4,43,0,0,2,0,1
2,2018,5073,0,1,1,1,27,0,0,1,0,1
2,2018,5074,1,2,1,2,56,1,0,0,4,0
2,2018,5075,0,2,1,3,32,0,0,2,0,1
2,2018,5076,0,1,1,1,49,1,0,0,2,5
2,2018,5077,0,2,1,3,66,1,0,2,0,4
2,2018,5079,0,1,1,3,62,1,0,0,2,2
2,2018,5080,1,2,1,3,31,0,0,1,0,1
2,2018,5081,0,2,1,1,29,1,0,1,3,0
2,2018,5082,0,1,1,1,35,1,0,1,0,7
2,2018,5083,0,1,1,5,24,1,2,1,0,7
2,2018,5084,0,2,0,7,16,1,2,1,2,3
2,2018,5085,0,1,1,4,60,0,1,0,1,2
2,2018,5086,0,2,0,5,24,0,1,0,0,1
2,2018,5087,0,1,1,3,25,0,1,0,0,3
2,2018,5088,0,1,1,1,28,0,0,0,4,7
2,2018,5090,1,1,1,8,43,1,0,0,0,0
2,2018,5091,1,2,1,1,50,1,0,0,0,5
2,2018,5092,0,1,0,2,30,0,4,0,0,2
2,2018,5093,1,1,1,1,35,1,0,0,0,1
2,2018,5094,0,1,1,6,56,1,3,0,0,2
2,2018,5095,1,2,1,3,28,0,1,0,4,0
2,2018,5096,0,2,1,1,45,0,0,3,0,1
2,2018,5097,1,1,1,7,35,1,0,0,0,0
2,2018,5098,1,2,1,5,25,1,4,1,3,5
2,2018,5099,0,2,0,4,18,0,1,0,0,3
2,2018,5101,1,2,1,2,42,0,0,1,2,1
2,2018,5102,0,1,1,8,25,0,1,0,0,2
2,2018,5103,0,1,0,8,43,0,1,0,1,2
2,2018,5104,0,2,1,2,53,0,1,0,0,0
2,2018,5105,0,1,1,4,36,0,1,0,0,1
2,2018,5106,0,1,1,1,20,1,0,1,2,0
2,2018,5107,0,2,1,1,29,0,0,1,4,5
2,2018,5108,1,2,1,4,30,1,0,0,2,5
2,2018,5109,0,1,1,3,16,1,2,1,2,3
2,2018,5110,1,2,1,5,23,0,4,1,3,4
2,2018,5113,0,1,1,8,45,1,0,0,2,2
2,2018,5114,0,1,1,2,39,0,1,0,2,0
2,2018,5115,0,2,0,8,34,0,1,0,0,0
2,2018,5116,0,1,1,2,21,0,1,0,0,2
2,2018,5117,0,1,0,2,68,0,0,2,1,2
2,2018,5118,0,1,1,3,63,1,0,0,2,0
2,2018,5119,0,2,1,1,38,1,0,0,0,0
2,2018,5120,0,1,0,4,25,1,4,1,0,1
2,2018,5121,0,2,1,1,62,1,0,0,1,0
2,2018,5122,0,1,0,6,18,0,2,1,2,3
2,2018,5124,1,2,1,2,26,0,1,0,2,5
2,2018,5125,0,1,0,1,57,0,0,2,1,3
2,2018,5126,0,2,1,6,28,0,0,0,0,1
2,2018,5127,1,2,1,2,28,1,0,0,2,1
2,2018,5128,0,1,1,2,61,0,1,0,0,1
2,2018,5129,0,2,1,3,34,0,0,0,0,3
2,2018,5130,0,1,1,5,28,0,0,0,0,3
2,2018,5131,1,2,1,6,48,1,0,0,2,0
2,2018,5132,0,1,0,2,66,1,0,2,2,1
2,2018,5133,0,1,1,3,33,1,0,0,0,1
2,2018,5135,0,1,1,3,44,1,2,3,0,0
2,2018,5136,0,2,0,5,19,0,0,3,0,1
2,2018,5137,0,2,1,3,36,0,0,1,4,0
2,2018,5138,0,1,0,5,22,0,4,0,2,1
2,2018,5139,0,2,1,6,25,0,2,1,3,2
2,2018,5140,0,1,1,1,84,0,0,2,1,3
2,2018,5141,0,2,0,2,80,0,0,2,1,3
2,2018,5142,0,1,0,5,45,0,1,0,0,2
2,2018,5143,1,2,1,3,42,1,0,0,3,0
2,2018,5144,1,2,1,3,40,0,0,2,1,2
2,2018,5146,0,1,1,3,48,1,0,0,1,0
2,2018,5147,0,1,1,4,21,0,1,0,0,1
2,2018,5148,0,2,1,5,28,1,0,0,0,5
2,2018,5149,0,2,1,5,40,0,0,0,2,3
2,2018,5150,1,2,1,5,28,0,1,0,2,3
2,2018,5151,1,2,1,4,35,0,1,0,2,0
2,2018,5152,0,2,1,1,30,1,0,0,0,5
2,2018,5153,0,1,0,3,35,0,0,0,0,1
2,2018,5154,0,1,1,4,44,0,0,2,1,2
2,2018,5155,0,2,1,2,25,0,0,0,4,3
2,2018,5157,1,1,1,2,28,0,2,1,2,0
2,2018,5158,0,1,0,11,18,1,2,1,2,3
2,2018,5159,1,2,1,5,22,1,2,1,4,5
2,2018,5160,1,2,1,3,32,0,1,0,0,0
2,2018,5161,1,1,1,4,40,0,1,0,0,2
2,2018,5162,1,1,0,2,31,0,1,1,2,2
2,2018,5163,0,1,1,3,55,1,0,0,0,1
2,2018,5164,1,1,1,7,37,0,0,0,2,0
2,2018,5165,0,2,0,1,58,0,0,2,1,0
2,2018,5166,0,2,1,3,24,0,1,0,4,5
2,2018,5168,1,2,1,4,37,1,0,0,2,5
2,2018,5169,0,1,1,4,40,0,1,0,1,1
2,2018,5170,1,2,1,6,30,1,0,0,3,7
2,2018,5171,1,1,0,2,49,1,0,0,2,2
2,2018,5172,0,2,1,2,29,0,0,1,0,1
2,2018,5173,1,2,1,1,20,1,0,1,4,3
2,2018,5174,0,1,1,4,42,0,1,0,2,2
2,2018,5175,0,2,1,4,25,0,1,0,2,0
2,2018,5176,0,1,0,5,27,0,1,0,0,1
2,2018,5177,1,1,1,6,41,0,1,0,3,7
2,2018,5179,0,1,1,4,55,0,0,2,2,1
2,2018,5180,0,1,1,7,32,0,0,3,2,0
2,2018,5181,0,1,1,6,19,0,2,1,2,3
2,2018,5182,0,2,1,6,23,0,4,1,2,3
2,2018,5183,0,1,1,6,40,1,0,0,0,2
2,2018,5184,1,1,1,8,34,0,0,2,0,7
2,2018,5185,0,1,0,4,16,1,4,1,1,3
2,2018,5186,0,2,1,6,17,0,2,1,2,3
2,2018,5187,0,2,1,3,44,0,0,3,0,5
2,2018,5188,0,1,1,5,37,1,0,0,0,2
2,2018,5190,0,1,1,4,22,0,2,1,2,3
2,2018,5191,0,1,1,3,56,0,1,0,0,2
2,2018,5192,0,1,1,1,17,1,0,1,0,1
2,2018,5193,0,2,0,4,19,1,4,1,0,4
2,2018,5194,0,2,1,3,45,1,0,0,0,5
2,2018,5195,0,1,0,1,70,0,0,3,1,2
2,2018,5196,1,2,1,5,45,0,0,0,4,0
2,2018,5197,0,1,1,11,60,1,2,0,0,2
2,2018,5198,0,2,1,2,18,0,0,1,3,0
2,2018,5199,1,1,1,4,65,1,0,0,4,2
2,2018,5201,1,1,1,3,50,0,1,0,2,2
2,2018,5202,0,1,1,4,17,1,2,1,2,1
2,2018,5203,1,2,1,3,49,1,0,0,3,7
2,2018,5204,0,1,1,6,21,0,0,0,0,2
2,2018,5205,0,1,1,1,72,0,0,2,0,2
2,2018,5206,0,1,1,4,64,1,0,0,0,1
2,2018,5207,0,1,1,4,52,1,0,0,2,1
2,2018,5208,0,1,0,3,55,1,0,0,1,2
2,2018,5209,1,2,1,1,40,0,0,3,0,7
2,2018,5210,1,1,1,5,35,1,0,0,2,2
2,2018,5212,0,2,0,3,52,0,1,0,0,3
2,2018,5213,1,2,1,2,54,0,0,3,2,0
2,2018,5214,0,1,1,5,48,1,0,0,0,2
2,2018,5215,0,1,1,2,70,0,0,2,0,3
2,2018,5216,0,2,1,4,63,0,0,2,1,3
2,2018,5217,0,2,0,6,30,0,0,3,1,2
2,2018,5218,0,1,1,3,52,0,1,0,0,2
2,2018,5219,0,2,0,1,56,1,0,3,2,2
2,2018,5220,0,1,1,6,34,0,1,0,0,2
2,2018,5221,0,1,0,1,81,0,0,2,0,8
2,2018,5224,0,2,1,4,26,0,1,0,2,0
2,2018,5225,1,2,1,4,56,1,0,0,3,0
2,2018,5226,0,1,1,5,27,1,2,1,0,1
2,2018,5227,1,1,1,5,52,0,1,0,4,7
2,2018,5228,0,2,1,2,57,0,1,0,4,0
2,2018,5229,0,1,0,6,17,1,2,1,0,3
2,2018,5230,0,1,0,3,47,0,1,0,1,2
2,2018,5231,1,2,1,1,29,1,0,0,4,7
2,2018,5232,0,2,0,9,16,1,2,1,2,3
2,2018,5233,0,1,1,2,35,0,0,3,0,0
2,2018,5235,0,1,0,4,60,0,1,0,1,2
2,2018,5236,0,2,1,5,28,0,1,0,2,3
2,2018,5237,0,1,0,7,56,1,0,0,1,1
2,2018,5238,0,2,0,2,16,0,2,1,2,3
2,2018,5239,0,1,1,2,75,1,0,0,0,2
2,2018,5240,0,1,0,2,70,0,1,0,0,2
2,2018,5241,0,2,1,3,22,0,1,0,4,3
2,2018,5242,0,1,1,5,34,0,1,0,2,2
2,2018,5243,0,1,1,5,28,0,1,0,4,0
2,2018,5244,0,1,0,2,17,1,2,1,2,3
2,2018,5246,0,2,0,4,19,0,2,1,2,3
2,2018,5247,0,2,1,1,20,0,0,1,2,3
2,2018,5248,0,1,0,3,25,1,2,1,0,1
2,2018,5249,1,1,1,3,19,1,4,1,2,5
2,2018,5250,0,2,1,3,22,0,1,0,0,3
2,2018,5251,0,1,0,3,76,0,1,0,1,3
2,2018,5252,0,1,1,7,65,1,0,0,1,2
2,2018,5253,0,1,1,4,64,1,0,0,1,1
2,2018,5254,0,1,0,7,16,1,2,1,2,3
2,2018,5255,1,1,1,8,40,1,0,0,0,7
2,2018,5257,0,1,1,7,31,0,1,0,2,1
2,2018,5258,0,2,0,4,26,0,1,0,0,1
2,2018,5259,0,1,0,2,64,0,1,0,0,1
2,2018,5260,0,1,1,2,20,0,1,0,0,0
2,2018,5261,0,1,1,8,46,0,1,0,1,2
2,2018,5262,1,2,1,4,22,0,0,1,3,7
2,2018,5263,0,1,1,6,38,0,0,0,0,0
2,2018,5264,0,1,1,5,36,0,1,0,0,0
2,2018,5265,0,2,1,6,42,0,1,0,2,2
2,2018,5266,1,2,1,3,47,0,0,0,0,0
2,2018,5268,1,1,1,4,30,0,1,0,0,0
2,2018,5269,0,2,1,1,30,0,0,0,0,0
2,2018,5270,0,2,1,3,26,0,1,0,2,1
2,2018,5271,0,2,1,4,43,0,1,0,0,0
2,2018,5272,0,2,1,5,29,1,0,0,2,1
2,2018,5273,0,1,0,7,17,0,2,1,2,1
2,2018,5274,0,1,1,4,17,0,2,1,2,2
2,2018,5275,0,2,1,5,36,0,1,0,0,1
2,2018,5276,0,1,1,4,28,0,0,0,2,0
2,2018,5277,0,2,0,1,78,0,0,2,0,3
2,2018,5279,0,1,1,6,42,0,0,3,2,1
2,2018,5280,0,1,0,7,17,1,2,1,0,3
2,2018,5281,0,2,1,6,49,1,0,0,0,1
2,2018,5282,0,1,1,3,62,0,0,2,0,2
2,2018,5283,0,1,1,1,48,0,0,2,0,1
2,2018,5284,0,1,1,3,79,1,0,0,0,2
2,2018,5285,0,1,1,5,65,0,0,0,0,2
2,2018,5286,0,1,0,5,24,0,1,0,0,0
2,2018,5287,0,2,0,7,40,0,0,0,1,2
2,2018,5288,0,2,0,1,70,0,0,2,1,3
2,2018,5290,1,1,1,2,56,1,0,0,0,2
2,2018,5291,1,1,1,1,40,0,0,2,0,1
2,2018,5292,0,1,0,6,76,0,0,2,1,3
2,2018,5293,0,2,1,9,16,1,2,1,0,0
2,2018,5294,0,1,1,3,27,0,1,0,0,0
2,2018,5295,0,1,1,3,43,1,0,0,0,1
2,2018,5296,0,1,1,10,34,0,1,0,0,2
2,2018,5297,0,1,1,4,28,0,1,0,2,3
2,2018,5298,0,1,1,9,30,0,0,0,1,2
2,2018,5299,0,1,0,5,30,0,0,0,1,3
2,2018,5301,0,2,0,2,34,1,0,0,0,1
2,2018,5302,0,1,1,2,65,0,0,2,0,2
2,2018,5303,1,1,1,3,80,0,0,2,1,1
2,2018,5304,0,1,0,7,46,0,1,0,0,1
2,2018,5305,1,2,1,2,31,0,1,0,4,7
2,2018,5306,1,2,1,4,37,1,0,0,2,0
2,2018,5307,1,2,1,1,19,0,0,1,0,1
2,2018,5308,0,1,0,6,72,1,0,0,0,8
2,2018,5309,1,1,1,5,72,0,0,2,1,8
2,2018,5310,0,1,1,3,63,0,0,2,1,2
2,2018,5312,0,1,0,5,16,0,2,1,0,3
2,2018,5313,1,2,1,6,54,1,0,0,4,7
2,2018,5314,0,1,1,7,40,0,1,0,4,2
2,2018,5315,0,2,1,2,42,0,1,0,3,3
2,2018,5316,1,2,1,4,39,1,0,3,4,0
2,2018,5317,0,1,1,13,17,0,4,0,0,1
2,2018,5318,1,2,1,4,28,0,1,0,2,3
2,2018,5319,0,1,1,2,35,1,0,0,2,1
2,2018,5320,0,1,1,5,34,1,0,0,0,1
2,2018,5321,0,2,1,2,66,0,1,0,1,2
2,2018,5323,1,2,1,3,31,1,0,0,3,0
2,2018,5324,0,2,1,6,26,1,0,0,0,2
2,2018,5325,0,1,0,6,23,0,1,0,0,3
2,2018,5326,0,1,1,4,23,0,0,0,0,0
2,2018,5327,0,1,0,6,31,0,0,2,1,8
2,2018,5328,0,1,1,6,30,0,1,0,0,2
2,2018,5329,0,1,0,8,17,1,2,1,0,3
2,2018,5330,0,1,0,7,26,1,4,1,1,3
2,2018,5331,0,1,1,1,40,0,0,0,0,2
2,2018,5332,0,1,1,6,32,0,1,0,2,2
2,2018,5335,1,1,1,8,45,1,0,0,1,0
2,2018,5336,0,2,1,2,56,0,1,0,0,3
2,2018,5337,1,2,1,6,55,1,0,0,2,2
2,2018,5338,0,2,1,5,25,0,1,0,4,3
2,2018,5339,0,1,1,6,35,0,1,0,0,3
2,2018,5340,0,1,1,6,39,1,0,0,0,2
2,2018,5341,0,1,1,5,29,1,2,1,4,5
2,2018,5342,0,1,1,2,50,0,1,0,1,2
2,2018,5343,1,2,0,2,29,1,2,1,2,1
2,2018,5344,0,2,1,3,41,0,0,3,2,1
2,2018,5346,0,1,0,6,52,1,5,3,0,5
2,2018,5347,0,1,1,1,60,1,0,3,0,2
2,2018,5348,1,1,1,6,47,1,0,0,4,0
2,2018,5349,0,1,1,4,26,0,1,0,0,3
2,2018,5350,0,1,0,9,20,1,2,1,2,1
2,2018,5351,0,1,0,4,26,0,1,0,0,2
2,2018,5352,0,2,1,2,58,0,0,2,0,1
2,2018,5353,0,1,1,9,50,0,1,0,0,0
2,2018,5354,0,2,1,6,32,0,1,0,0,2
2,2018,5355,0,2,1,4,26,0,1,0,0,1
2,2018,5357,0,1,0,1,50,1,0,2,0,2
2,2018,5358,1,2,1,1,22,0,0,1,2,5
2,2018,5359,1,1,1,3,30,0,0,0,0,1
2,2018,5360,0,2,1,5,30,0,1,0,2,3
2,2018,5361,1,2,1,1,38,1,0,0,2,5
2,2018,5362,1,2,1,6,34,1,0,0,0,2
2,2018,5363,0,1,0,3,50,0,0,2,0,1
2,2018,5364,0,1,1,4,30,0,1,0,0,2
2,2018,5365,0,1,0,2,69,1,0,0,1,3
2,2018,5366,0,2,1,1,27,0,0,1,4,1
2,2018,5368,0,1,1,5,20,1,4,1,2,1
2,2018,5369,0,1,0,7,45,0,0,0,0,2
2,2018,5370,1,1,1,4,66,0,0,0,2,0
2,2018,5371,1,2,1,3,57,0,1,0,3,7
2,2018,5372,0,2,1,1,52,1,0,0,2,1
2,2018,5373,0,2,1,1,26,0,0,1,2,3
2,2018,5374,0,1,1,5,19,1,2,1,0,1
2,2018,5375,0,1,1,4,25,0,0,0,0,3
2,2018,5376,0,2,0,1,75,0,0,2,0,3
2,2018,5377,0,1,1,2,55,1,0,0,0,2
2,2018,5379,0,2,1,2,46,1,0,1,4,7
2,2018,5380,1,2,1,3,47,1,0,0,4,0
2,2018,5381,0,1,1,4,26,0,0,3,1,0
2,2018,5382,0,2,0,1,25,0,0,1,0,3
2,2018,5383,0,2,1,1,23,1,0,1,2,5
2,2018,5384,0,1,1,6,36,0,0,0,0,3
2,2018,5385,0,1,1,6,48,1,0,0,0,2
2,2018,5386,1,2,1,9,27,0,1,0,1,1
2,2018,5387,0,1,1,8,28,0,1,0,0,2
2,2018,5388,0,1,1,5,42,1,0,0,2,0
2,2018,5390,0,1,1,7,34,0,1,0,2,1
2,2018,5391,1,2,1,3,60,0,2,2,0,2
2,2018,5392,0,1,1,3,38,0,0,3,0,1
2,2018,5393,1,2,1,4,40,1,0,3,2,2
2,2018,5394,0,2,0,2,22,0,1,1,2,5
2,2018,5395,0,2,1,1,23,0,0,1,0,3
2,2018,5396,0,1,1,2,53,1,0,0,2,2
2,2018,5397,0,1,0,5,38,0,1,0,1,3
2,2018,5398,0,1,0,7,42,0,0,2,1,1
2,2018,5399,0,1,1,4,26,1,0,0,1,0
2,2018,5401,1,2,1,2,29,1,0,0,3,5
2,2018,5402,0,1,1,3,27,1,0,0,1,1
2,2018,5403,0,1,1,4,22,0,2,1,2,1
2,2018,5404,0,1,0,6,38,1,0,0,1,2
2,2018,5405,1,1,1,5,40,1,0,0,0,2
2,2018,5406,0,1,1,9,22,1,2,1,2,2
2,2018,5407,0,2,1,4,28,0,1,0,2,3
2,2018,5408,0,1,1,2,61,0,1,0,1,2
2,2018,5409,1,2,0,6,18,1,2,1,2,3
2,2018,5410,0,1,1,4,50,0,1,0,2,2
2,2018,5412,0,1,1,2,16,1,2,1,2,3
2,2018,5413,1,2,1,1,49,1,0,0,2,7
2,2018,5414,0,2,1,1,35,1,0,0,0,1
2,2018,5415,0,1,0,2,26,0,2,1,0,1
2,2018,5416,0,2,1,1,20,0,0,1,4,3
2,2018,5417,0,2,1,4,32,1,0,0,0,1
2,2018,5418,0,2,1,3,21,0,1,0,2,1
2,2018,5419,0,1,1,1,53,0,0,3,0,1
2,2018,5420,0,1,0,5,19,1,2,1,2,4
2,2018,5421,0,1,1,3,20,0,1,0,0,1
2,2018,5423,0,1,1,5,42,1,0,0,0,1
2,2018,5424,0,1,1,5,35,0,2,3,0,1
2,2018,5425,0,2,1,2,33,0,0,0,4,3
2,2018,5426,1,2,1,3,32,0,0,1,4,0
2,2018,5427,0,2,1,2,24,1,5,1,2,5
2,2018,5428,0,1,0,6,71,1,0,0,2,2
2,2018,5429,0,1,0,1,80,0,0,2,0,2
2,2018,5430,0,1,1,1,43,0,0,0,0,1
2,2018,5431,0,1,0,9,92,0,4,2,1,8
2,2018,5432,0,1,1,6,22,1,2,1,1,2
2,2018,5434,0,1,1,6,66,0,0,0,2,2
2,2018,5435,1,2,1,2,20,0,4,1,4,3
2,2018,5436,0,1,1,4,28,0,1,0,0,1
2,2018,5437,0,1,1,3,62,0,0,2,1,2
2,2018,5438,0,1,0,6,17,1,4,1,2,3
2,2018,5439,1,1,1,2,27,1,2,1,3,5
2,2018,5440,0,2,1,2,24,0,1,0,2,5
2,2018,5441,0,1,1,8,43,0,1,0,0,1
2,2018,5442,0,2,1,2,57,0,0,0,1,1
2,2018,5443,0,1,1,6,40,0,0,0,2,2
2,2018,5446,1,2,1,3,57,1,0,0,2,1
2,2018,5447,0,1,0,3,44,1,2,2,0,1
2,2018,5448,0,1,0,7,26,0,1,0,1,2
2,2018,5449,0,2,0,5,54,0,0,1,0,3
2,2018,5450,0,2,1,2,52,0,1,0,2,2
2,2018,5451,0,1,1,6,44,1,0,0,2,0
2,2018,5452,0,2,1,4,22,0,1,0,0,1
2,2018,5453,1,2,1,5,34,1,0,0,2,1
2,2018,5454,0,1,1,2,42,0,0,2,0,1
2,2018,5455,0,1,1,6,41,1,0,0,0,1
2,2018,5457,1,1,1,6,30,0,1,0,4,7
2,2018,5458,1,2,1,3,23,0,1,0,0,3
2,2018,5459,0,2,1,5,76,0,0,2,1,8
2,2018,5460,1,2,1,4,40,1,0,0,4,5
2,2018,5461,0,2,1,1,32,1,0,0,0,0
2,2018,5462,1,1,1,7,35,1,0,0,0,2
2,2018,5463,1,2,1,4,28,0,4,1,4,5
2,2018,5464,0,2,0,4,16,1,2,1,2,3
2,2018,5465,0,2,1,2,17,0,2,1,2,3
2,2018,5466,1,2,1,3,29,0,1,0,3,7
2,2018,5468,0,1,0,3,22,1,2,1,2,1
2,2018,5469,0,1,1,5,29,1,0,0,2,2
2,2018,5470,0,1,1,5,48,0,0,2,0,2
2,2018,5471,0,1,0,3,32,0,4,0,0,1
2,2018,5472,0,2,1,4,45,0,0,0,3,0
2,2018,5473,0,2,0,6,16,0,2,1,2,3
2,2018,5474,0,1,1,6,31,0,0,3,1,1
2,2018,5475,0,1,1,1,29,1,0,1,2,0
2,2018,5476,0,1,1,4,53,1,0,0,2,2
2,2018,5477,0,2,1,4,48,0,1,0,2,5
2,2018,5479,1,1,1,4,70,0,1,0,0,2
2,2018,5480,1,2,1,1,28,1,0,0,4,0
2,2018,5481,0,1,0,8,39,1,0,0,1,1
2,2018,5482,0,2,1,1,56,0,0,2,2,0
2,2018,5483,0,2,1,2,22,1,5,1,4,5
2,2018,5484,0,2,1,6,17,0,2,1,2,0
2,2018,5485,0,1,1,1,55,0,0,2,0,2
2,2018,5486,1,2,1,5,35,0,1,0,2,7
2,2018,5487,0,1,1,2,46,0,0,0,1,0
2,2018,5488,0,1,0,8,70,1,4,3,1,1
2,2018,5490,0,1,0,3,25,0,0,2,0,2
2,2018,5491,0,2,1,5,30,0,1,0,2,3
2,2018,5492,0,2,0,8,16,0,2,1,2,3
2,2018,5493,0,2,1,1,27,0,0,1,0,0
2,2018,5494,0,1,1,6,40,1,0,0,0,2
2,2018,5495,0,2,1,2,56,1,0,0,1,2
2,2018,5496,0,1,0,2,57,0,0,0,1,2
2,2018,5497,0,1,1,7,39,1,0,0,2,7
2,2018,5498,0,1,1,1,38,1,0,3,1,2
2,2018,5499,0,1,1,2,61,0,0,2,0,2
2,2018,5501,0,1,1,7,35,0,1,0,0,3
2,2018,5502,0,2,1,2,23,0,1,0,0,5
2,2018,5503,1,2,1,4,39,0,1,0,3,0
2,2018,5504,0,1,0,5,25,0,1,0,1,1
2,2018,5505,0,1,0,1,44,0,0,3,2,2
2,2018,5506,0,1,1,8,68,0,1,0,0,2
2,2018,5507,1,2,1,1,27,0,0,1,3,5
2,2018,5508,1,1,1,2,72,1,0,2,3,2
2,2018,5509,0,1,1,4,54,0,1,1,0,0
2,2018,5510,0,2,1,4,28,0,1,0,2,3
2,2018,5512,0,1,0,7,17,1,2,1,2,3
2,2018,5513,0,1,1,1,40,1,0,0,0,5
2,2018,5514,0,2,0,8,17,0,2,1,2,4
2,2018,5515,0,2,1,1,22,0,0,1,2,3
2,2018,5516,0,2,0,1,81,0,0,2,1,2
2,2018,5517,0,1,1,1,21,1,0,1,2,2
2,2018,5518,0,1,1,2,68,1,0,0,2,7
2,2018,5519,0,1,1,7,37,0,1,0,0,1
2,2018,5520,0,1,1,7,26,0,1,0,2,1
2,2018,5521,1,2,1,4,31,1,0,0,2,7
2,2018,5523,0,1,0,5,38,1,0,0,1,2
2,2018,5524,0,2,1,3,19,0,4,1,2,3
2,2018,5525,0,1,1,3,77,1,0,0,2,2
2,2018,5526,0,1,1,7,25,0,1,0,0,2
2,2018,5527,0,1,1,4,28,1,0,0,0,1
2,2018,5528,0,2,1,5,40,1,0,0,1,1
2,2018,5529,0,1,1,7,41,1,0,0,1,2
2,2018,5530,0,1,1,1,36,1,0,1,4,2
2,2018,5531,0,1,0,2,18,1,4,1,0,1
2,2018,5532,0,2,1,2,18,1,2,1,0,3
2,2018,5534,0,1,1,7,49,1,0,0,0,4
2,2018,5535,0,1,1,4,67,0,0,2,2,2
2,2018,5536,0,1,1,1,38,1,0,3,0,1
2,2018,5537,0,1,1,5,38,0,0,3,0,1
2,2018,5538,0,2,1,2,27,0,0,1,0,5
2,2018,5539,1,2,1,4,29,0,0,0,4,7
2,2018,5540,0,2,1,5,26,0,1,0,0,0
2,2018,5541,1,2,1,3,24,0,0,0,0,3
2,2018,5542,0,1,0,6,28,1,2,0,0,1
2,2018,5543,0,1,1,5,25,0,1,0,0,2
